"","1","10","2","3","4","5","6","7","8","9"
"'de novo' posttranslational protein folding (GO:0051084)",0.414015693276011,0.422853735579814,0.0941439098304292,0.444518469280766,-0.251849009881379,-0.340523713057853,0.411883578289393,-0.367010616046681,-0.59070050946256,-0.411951991494657
"2-oxoglutarate metabolic process (GO:0006103)",-0.198333423840375,-0.545188977596132,0.468209121099245,0.190492427631214,0.0861130602278831,0.260832930907185,0.0509087342885904,-0.319050341645078,0.538446175930427,0.171358857649389
"3'-UTR-mediated mRNA stabilization (GO:0070935)",-0.125323345131589,0.206238346675314,0.136477407456203,-0.0222140084647064,-0.312677951535447,0.104679190067305,0.563491203846017,0.00289408335745558,0.577129620963331,-0.56984153516928
"3'-phosphoadenosine 5'-phosphosulfate metabolic process (GO:0050427)",0.552958562088172,-0.382872061155972,0.128555578670007,0.26050197541626,0.212569626093629,-0.446626543221309,-0.254145669142437,-0.170876638363945,-0.235304965507835,0.203357665620041
"7-methylguanosine RNA capping (GO:0009452)",0.01481317391604,0.000507263583893164,0.27548924889153,-0.252206821061496,-0.300006773438552,0.0849933560740578,0.286589078907131,-0.189914616479037,0.259457002425496,0.240331224405539
"7-methylguanosine mRNA capping (GO:0006370)",0.01481317391604,0.000507263583893164,0.27548924889153,-0.252206821061496,-0.300006773438552,0.0849933560740578,0.286589078907131,-0.189914616479037,0.259457002425496,0.240331224405539
"ATF6-mediated unfolded protein response (GO:0036500)",0.141827379207363,-0.137743975482657,0.455241472966042,0.346913482881646,-0.206856173517552,-0.13735724047725,0.0156098733208637,-0.136366647538464,-0.376960603701612,0.318063482079543
"ATP biosynthetic process (GO:0006754)",-0.0327330090007119,-0.478860654747757,-0.0545267881467342,-0.257394844615407,-0.0172247851542826,0.397929068776857,0.235257115810965,-0.337941100700869,0.270543296677111,0.29698585195305
"ATP generation from ADP (GO:0006757)",0.0664498604227761,0.232889357774011,0.386628005185158,0.0996966899644257,0.199498494705435,0.412643879185171,0.360244004406501,-0.663580186060235,-0.246894272644621,-0.348292412946177
"ATP metabolic process (GO:0046034)",-0.187619218399942,-0.0539299693317185,-0.061407084217866,-0.378478736994131,-0.105696178325086,0.180944541164592,0.36294864250799,-0.319422722164926,0.303256515440292,0.293767500050024
"ATP synthesis coupled electron transport (GO:0042773)",-0.548301959501513,-0.680670378723583,0.261936378265323,-0.0462993913579806,-0.0868054963144031,0.0818553730932488,-0.232106507959881,0.208763786376702,0.68139058654856,0.676488782972735
"ATP synthesis coupled proton transport (GO:0015986)",-0.0353537608711561,-0.417978353482774,0.0870999453209824,-0.418968730938069,-0.241056139787519,0.343236057829547,0.334987329177912,-0.228326917622263,0.296285755046743,0.36291676309119
"ATP-dependent chromatin remodeling (GO:0043044)",0.466498279079738,0.0148591530433776,-0.129067171687251,-0.0667674210635276,-0.398688157204402,-0.220048848916545,0.456486004753229,-0.000910878945716009,-0.143773732480534,-0.321564630633218
"Arp2/3 complex-mediated actin nucleation (GO:0034314)",0.0567219215681759,-0.231829067191057,0.156572136052752,-0.0593062023562698,0.187784006625537,-0.34165443964813,0.392273229021851,-0.219825570238113,0.00719812059550556,-0.400522286144735
"B cell activation (GO:0042113)",-0.0477400443512282,-0.158741851460787,-0.211477860055745,0.0266483397935604,-0.440478587475782,0.0346355540956749,-0.335307876762234,0.369658670994558,0.435988304298499,0.0808949328162669
"B cell activation involved in immune response (GO:0002312)",0.0574898433108109,0.109996576927627,-0.40489047722859,-0.33779286329704,0.459724703498541,-0.192464760901037,0.500695717457854,0.351551213857864,0.416751632827307,-0.149630743906311
"B cell differentiation (GO:0030183)",-0.00554898588135394,-0.276617525889014,-0.225241969031926,-0.117500932276498,-0.258377020215302,-0.0851196366761734,-0.352794348186335,0.391207055882034,0.600076182140073,-0.146575104022597
"B cell receptor signaling pathway (GO:0050853)",0.0384794205300341,0.378421078359163,-0.535523747414351,0.40128664627624,-0.423756426368434,0.178431827992391,-0.380705477438401,0.214350350504966,-0.0254599854249856,-0.012916831422182
"BMP signaling pathway (GO:0030509)",0.0463836262160102,0.261644481002864,-0.147824500606286,0.164566313603159,-0.315249962323774,-0.328756142918112,-0.0511349424489073,0.210718312029499,0.0827404220833705,0.124731527696637
"C-terminal protein amino acid modification (GO:0018410)",-0.359849549265468,0.00676360183285538,-0.317812683432125,0.0535672563779423,-0.183348848619362,0.410928615049822,-0.166983701188414,0.252871317848821,0.369463447745079,0.0232520280446664
"C-terminal protein lipidation (GO:0006501)",-0.345124293128793,0.053685588807711,-0.343562284934436,0.0715598519573611,-0.188652332976142,0.389335949559439,-0.170953605398836,0.187523973082712,0.467204355665852,0.0215238346758226
"C21-steroid hormone metabolic process (GO:0008207)",0.0366797003322962,0.28443048806093,-0.688163120967958,-0.17309471840369,-0.00245383921406717,-0.397126830077872,0.178606826465208,-0.118977996093783,-0.060725759448811,-0.00273932386739439
"CENP-A containing chromatin organization (GO:0061641)",-0.240556365182531,0.520497359354815,-0.411636952192151,-0.365100473910236,-0.565132540210455,-0.135883184629975,0.267977451651932,-0.376346229674511,0.620834314495545,0.394018024738892
"CENP-A containing nucleosome assembly (GO:0034080)",-0.240556365182531,0.520497359354815,-0.411636952192151,-0.365100473910236,-0.565132540210455,-0.135883184629975,0.267977451651932,-0.376346229674511,0.620834314495545,0.394018024738892
"COPI coating of Golgi vesicle (GO:0048205)",0.71085670441075,-0.0936332725413061,0.531102438368614,0.062835271739012,0.254055804376309,-0.746777369531572,-0.309618701590951,-0.4357173549971,0.0558925399758768,-0.209501154438315
"COPI-coated vesicle budding (GO:0035964)",0.71085670441075,-0.0936332725413061,0.531102438368614,0.062835271739012,0.254055804376309,-0.746777369531572,-0.309618701590951,-0.4357173549971,0.0558925399758768,-0.209501154438315
"COPII vesicle coating (GO:0048208)",0.378706925401555,-0.0333268336381737,0.332910076038685,-0.151266033365107,0.207539740083773,-0.00487380947394345,-0.0695421382482357,-0.301100852850566,-0.0623910687923478,-0.180650433213691
"COPII-coated vesicle budding (GO:0090114)",0.370083834758742,0.0121939569178889,0.327757089286569,-0.170411251222155,0.115618841853762,-0.0139780667434551,-0.00123040413356504,-0.300205121715182,-0.0291765270296353,-0.199206451165571
"Cdc42 protein signal transduction (GO:0032488)",-0.31547094967483,0.260087295017726,-0.223852414105679,-0.347625324560429,0.55030409043188,0.382562206131102,-0.186811403600539,0.345596408610083,-0.0666051472358762,-0.186944161523069
"DNA alkylation (GO:0006305)",0.411380284953662,0.0353686972489154,-0.23073376771559,-0.574237855934912,0.280838040426264,-0.105727146068854,0.546083058269547,0.283382777487965,-0.245685593893917,-0.385538648825813
"DNA biosynthetic process (GO:0071897)",-0.42596111795387,0.00191011714921088,-0.162906730968394,-0.126801285892936,0.109531584343806,0.0387091250971273,-0.170575143757704,0.54382798794278,0.235341677364626,-0.0631241399161874
"DNA catabolic process (GO:0006308)",-0.683992528257246,-0.0785742362369684,-0.166539910536978,-0.627193438044465,-0.362368232599014,0.0436029235332696,0.242693237641205,0.669338186273638,0.41316052978295,0.425178030250218
"DNA catabolic process, endonucleolytic (GO:0000737)",-0.160384554987432,0.603916281814895,0.145392580454935,-0.0694561090967484,-0.370768730636281,0.16815717029349,-0.173431734317335,-0.471679352985808,0.166645007269461,0.443453927820911
"DNA conformation change (GO:0071103)",-0.179433117782489,0.230538193455123,-0.0137078566956536,0.0677456083399038,-0.143007512320251,0.0611300300301937,-0.446137896001121,0.333192175615471,0.129906977312425,0.286448854392463
